name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Rashad Coulter,9,4,0,180.34,92.99,193.04,Orthodox,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,1.0704225352112675
Antonio Carvalho,15,6,0,175.26,65.77,177.8,Orthodox,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,1.0144927536231885
Zubaira Tukhugov,20,6,1,172.72,70.31,172.72,Orthodox,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,1.0
Manuel Torres,14,2,0,177.8,70.31,185.42,Switch,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,1.0428571428571427
Raphael Pessoa,10,2,0,190.5,118.84,198.12,Orthodox,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,1.04
Jason Novelli,11,3,1,182.88,70.31,187.28926406926408,Orthodox,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,1.0241101491101492
Magomed Gadzhiyasulov,8,0,0,187.96,92.99,190.5,Orthodox,4.87,46.0,1.6,73.0,6.0,85.0,100.0,0.0,1.0135135135135134
Lance Gibson,4,5,0,175.26,83.91,180.1527188940092,Orthodox,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,1.0279169171174782
TJ Cook,13,5,0,186.01810397553515,92.99,182.88,Orthodox,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,0.9831301152497077
Chris Cope,8,4,0,182.88,77.11,182.88,Orthodox,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,1.0
Martin Svensson,15,6,0,185.42,70.31,190.05953757225436,Orthodox,2.02,38.0,5.91,38.0,0.0,0.0,0.0,0.0,1.0250217752791198
Matt Helm,1,1,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Hilarie Rose,4,2,0,160.02,52.16,160.02,Orthodox,2.33,33.0,6.13,44.0,0.0,0.0,100.0,0.0,1.0
Viacheslav Borshchev,7,3,1,180.34,70.31,175.26,Orthodox,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,0.9718309859154929
Tyra Parker,4,5,0,165.1,52.16,168.14800000000002,Orthodox,1.5,22.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0184615384615388
Humberto DeLeon,7,7,0,170.5071662763466,61.23,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0725648897571867
Katsuya Inoue,19,9,4,175.26,76.2,180.1527188940092,Southpaw,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0,1.0279169171174782
Robert Breslin,3,9,0,180.34,70.31,184.94287292817683,Orthodox,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0,1.0255233055793325
Takashi Sato,16,7,0,177.8,77.11,185.42,Southpaw,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,1.0428571428571427
Jason Blackford,3,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Roshan Mainam,6,3,0,170.5071662763466,61.23,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0725648897571867
Daichi Abe,6,2,0,180.34,77.11,180.34,Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,1.0
Aaron Jeffery,10,3,0,187.96,83.91,185.42,Orthodox,3.1,45.0,4.46,34.0,0.0,0.0,50.0,0.0,0.9864864864864864
YeDam Seo,6,3,0,157.48,52.16,160.02,Orthodox,0.33,15.0,2.27,55.0,0.0,0.0,0.0,0.0,1.0161290322580647
Charlie Ontiveros,11,9,0,187.96,70.31,187.96,Switch,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,1.0
Rob Yundt,9,5,0,185.42,83.91,190.05953757225436,Orthodox,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,1.0250217752791198
Salvador Becerra,5,2,0,175.26,70.31,180.1527188940092,Orthodox,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,1.0279169171174782
Lee Higgins,2,1,0,176.93105263157895,70.31,177.8,Orthodox,1.02,26.0,3.68,40.0,0.0,0.0,0.0,0.0,1.0049112202493389
Andre Gusmao,6,3,0,182.88,92.99,187.28926406926408,Orthodox,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,1.0241101491101492
Kazuhiro Hamanaka,5,7,1,182.88,83.91,187.28926406926408,Southpaw,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0,1.0241101491101492
Joshua Van,9,1,0,165.1,56.7,165.1,Orthodox,9.2,51.0,5.93,63.0,1.0,33.0,87.0,0.0,1.0
Edgar Cardenas,4,1,0,174.0835154394299,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505302557704306
Soa Palelei,22,5,0,193.04,120.2,205.74,Orthodox,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,1.0657894736842106
Krishaun Gilmore,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
John Lober,5,9,4,180.34,90.26,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Kyosuke Sasaki,3,7,4,170.18,83.01,174.71661691542292,Southpaw,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0,1.026657755996139
Li Jingliang,19,8,0,182.88,77.11,180.34,Orthodox,4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,0.9861111111111112
Alptekin Ozkilic,9,5,0,165.1,56.7,165.1,Orthodox,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,1.0
Jacqueline Cavalcanti,6,1,0,172.72,61.23,177.8,Orthodox,8.4,57.0,2.6,84.0,0.0,0.0,100.0,0.0,1.0294117647058825
Victor Rodriguez,7,4,0,165.1,56.7,170.18,Switch,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,1.0307692307692309
Brett Tillis,0,0,0,174.0835154394299,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505302557704306
Orion Cosce,8,2,0,180.34,77.11,180.34,Switch,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,1.0
Josh Copeland,12,4,0,185.42,120.2,190.05953757225436,Orthodox,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,1.0250217752791198
Shannon Ritch,56,83,0,175.26,86.18,180.1527188940092,Orthodox,1.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0279169171174782
Katsuhiko Nagata,6,7,3,170.18,69.85,174.71661691542292,Southpaw,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0,1.026657755996139
Saparbeg Safarov,9,3,0,185.42,83.91,198.12,Orthodox,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,1.0684931506849316
CJ Marsh,5,7,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Eli Tamez,10,0,0,170.18,61.23,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
George Allen,13,19,2,187.96,92.99,192.34385185185187,Open Stance,0.8,38.0,3.1,43.0,0.0,0.0,50.0,0.0,1.0233233233233234
Gabriel Checco,10,2,0,185.42,83.91,190.05953757225436,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Wesley Little,4,8,0,193.04,92.99,198.9791176470588,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307662538699691
Chad Leonhardt,9,4,0,182.88,77.11,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Derek Campos,19,6,0,175.26,70.31,180.1527188940092,Orthodox,2.41,23.0,10.34,44.0,0.0,0.0,0.0,0.0,1.0279169171174782
Jorge Oliveira,5,3,1,185.42,92.99,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Gigo Jara,6,9,0,175.26,65.77,180.1527188940092,Orthodox,2.26,57.0,2.71,51.0,0.0,0.0,66.0,0.0,1.0279169171174782
Aleksei Kunchenko,20,2,0,172.72,77.11,177.8,Orthodox,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,1.0294117647058825
Kemran Lachinov,3,2,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Mabelly Lima,7,1,0,157.48,61.23,159.45555555555555,Orthodox,3.07,63.0,5.67,44.0,0.0,0.0,100.0,0.0,1.0125448028673836
James Terry,19,9,0,177.8,77.11,182.0296035242291,Orthodox,3.23,32.0,4.77,64.0,3.31,36.0,75.0,0.0,1.0237885462555065
Dave Berry,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Patricia Alujas,9,3,0,162.56,52.16,162.56,Orthodox,5.83,31.0,9.25,44.0,0.0,0.0,0.0,0.0,1.0
Marcos Brigagao,11,1,0,190.5,92.99,193.04,Southpaw,3.07,43.0,3.27,25.0,0.0,0.0,36.0,0.0,1.0133333333333332
Tetsuya Seki,14,8,1,177.8,70.31,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Neil Wain,13,4,0,177.8,109.77,182.0296035242291,Orthodox,2.64,50.0,8.57,43.0,0.0,0.0,50.0,0.0,1.0237885462555065
Micol Di Segni,7,3,0,160.02,52.16,152.4,Orthodox,7.47,40.0,5.87,33.0,0.0,0.0,37.0,0.0,0.9523809523809523
Anistavio Medeiros,19,10,0,167.64,65.77,171.26154838709675,Orthodox,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,1.0216031280547408
Josh LaBerge,11,6,0,177.8,65.77,182.0296035242291,Orthodox,2.53,36.0,5.33,44.0,0.0,0.0,71.0,0.0,1.0237885462555065
Azamat Gashimov,8,3,0,167.64,56.7,171.26154838709675,Orthodox,1.24,21.0,4.75,53.0,1.69,25.0,0.0,0.0,1.0216031280547408
Mike van Arsdale,8,5,0,187.96,92.99,192.34385185185187,Switch,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0,1.0233233233233234
Teruto Ishihara,10,7,2,170.18,61.23,175.26,Southpaw,3.26,44.0,3.63,53.0,0.5,16.0,30.0,0.0,1.0298507462686566
Joey Beltran,17,14,0,185.42,83.91,190.5,Orthodox,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,1.0273972602739727
Shane Carwin,12,2,0,187.96,120.2,203.2,Orthodox,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,1.081081081081081
TJ Laramie,12,5,0,167.64,65.77,167.64,Orthodox,1.49,50.0,2.64,38.0,1.44,33.0,40.0,0.0,1.0
John Richard,3,5,1,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Lucas Stark,1,5,0,176.93105263157895,70.31,177.8,Orthodox,1.6,25.0,3.2,66.0,12.0,100.0,0.0,0.0,1.0049112202493389
Kazuki Tokudome,18,7,1,180.34,70.31,185.42,Southpaw,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,1.028169014084507
Alexander Trevino,7,7,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Justin Wren,13,2,0,187.96,120.2,192.34385185185187,Orthodox,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,1.0233233233233234
Frederick Brown,3,2,0,182.88,106.59,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Kyoji Horiguchi,19,2,0,165.1,56.7,167.64,Orthodox,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0,1.0153846153846153
Edson Gomez,6,2,0,172.72,77.11,175.26,Switch,2.66,32.0,8.78,45.0,0.0,0.0,0.0,0.0,1.0147058823529411
Alexandre Franca Nogueira,18,6,3,170.18,65.77,174.71661691542292,Orthodox,0.6,20.0,4.18,57.0,0.0,0.0,0.0,0.0,1.026657755996139
Kim Couture,3,8,0,172.72,61.23,177.244375,Orthodox,12.12,80.0,2.31,69.0,0.0,0.0,0.0,0.0,1.0261948529411764
Jason Fairn,4,5,0,185.42,104.33,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Lukasz Les,8,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Joe Ray,13,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Jan Finney,11,12,0,172.72,61.23,177.244375,Orthodox,2.16,28.0,8.75,42.0,0.77,11.0,25.0,0.0,1.0261948529411764
Mason Jones,11,2,0,177.8,70.31,187.96,Orthodox,5.61,44.0,4.94,46.0,3.16,45.0,80.0,0.0,1.0571428571428572
Bojan Mihajlovic,10,6,0,180.34,92.99,185.42,Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,1.028169014084507
Codale Ford,11,9,0,175.26,77.11,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Christophe Leninger,3,4,0,182.88,90.72,187.28926406926408,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Cory Walmsley,8,2,0,182.88,92.99,187.28926406926408,Orthodox,0.79,100.0,1.18,50.0,0.0,0.0,0.0,0.0,1.0241101491101492
Tyler Hill,8,2,0,190.5,77.11,195.41873015873017,Switch,3.64,39.0,5.33,47.0,0.0,0.0,0.0,0.0,1.025820105820106
Jean Francois Lenogue,16,17,3,182.88,83.91,187.28926406926408,Orthodox,1.13,34.0,0.27,60.0,0.0,0.0,33.0,0.0,1.0241101491101492
Brendan Seguin,23,19,1,182.88,83.91,187.28926406926408,Orthodox,2.6,45.0,0.6,84.0,5.0,62.0,100.0,0.0,1.0241101491101492
Felipe Bunes,13,6,0,170.18,56.7,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0298507462686566
Steve Steinbeiss,9,4,0,190.5,83.91,190.5,Orthodox,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,1.0
James Bochnovic,8,3,0,193.04,92.99,205.74,Orthodox,0.65,26.0,3.64,21.0,0.0,0.0,0.0,0.0,1.0657894736842106
Carlos Barreto,14,9,0,193.04,104.33,198.9791176470588,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307662538699691
Joe Veres,4,3,0,170.18,70.31,174.71661691542292,Orthodox,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,1.026657755996139
Paul Daley,39,15,2,175.26,77.11,193.04,Orthodox,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,1.1014492753623188
Curtis Blaydes,17,4,0,193.04,120.2,203.2,Orthodox,3.56,49.0,1.89,59.0,5.93,53.0,33.0,0.0,1.0526315789473684
Terry Martin,23,11,0,172.72,83.91,180.34,Orthodox,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,1.0441176470588236
Tyler Diamond,9,1,0,170.18,65.77,175.26,Orthodox,3.4,47.0,2.53,44.0,3.0,75.0,70.0,0.0,1.0298507462686566
Martin Sano,4,3,1,180.34,77.11,190.5,Orthodox,4.0,33.0,12.0,40.0,0.0,0.0,0.0,0.0,1.056338028169014
Chris Birchler,7,4,0,190.5,92.99,195.41873015873017,Switch,9.35,46.0,14.83,35.0,0.0,0.0,0.0,0.0,1.025820105820106
John Adajar,6,2,0,175.26,77.11,190.5,Orthodox,3.9,52.0,6.28,44.0,0.0,0.0,0.0,0.0,1.0869565217391306
Richard Odoms,13,3,0,195.58,120.2,199.644,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0207792207792208
Martin Bravo,11,3,0,172.72,65.77,180.34,Southpaw,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0,1.0441176470588236
Jacobi Jones,6,2,0,175.26,70.31,182.88,Orthodox,5.87,46.0,7.6,48.0,0.0,0.0,33.0,0.0,1.0434782608695652
Dominique Steele,14,9,0,177.8,77.11,187.96,Orthodox,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0,1.0571428571428572
Jared Vanderaa,12,10,0,193.04,120.2,203.2,Orthodox,4.96,44.0,5.67,45.0,0.18,50.0,20.0,0.0,1.0526315789473684
Herman Renting,1,3,0,182.88,97.52,187.28926406926408,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Kazuyuki Miyata,15,9,0,172.72,63.05,177.244375,Orthodox,2.04,52.0,1.82,63.0,4.31,46.0,68.0,0.0,1.0261948529411764
Suman Mokhtarian,8,5,0,172.72,65.77,182.88,Orthodox,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0,1.0588235294117647
Yusuke Kawaguchi,18,12,0,182.88,115.67,187.28926406926408,Orthodox,2.87,47.0,3.93,50.0,0.0,0.0,72.0,0.0,1.0241101491101492
Adin Duenas,6,1,0,167.64,65.77,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Noe Hernandez,5,5,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Mark Hall,5,6,0,182.88,86.18,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
KyeungPyo Kim,11,4,0,175.26,70.31,180.34,Orthodox,6.77,46.0,6.32,63.0,3.87,40.0,100.0,0.0,1.028985507246377
David Levicki,1,3,0,195.58,124.74,199.644,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0207792207792208
George Bush,5,2,0,185.42,92.99,190.05953757225436,Orthodox,6.35,64.0,2.31,55.0,17.31,66.0,0.0,0.0,1.0250217752791198
Sean O'Haire,4,2,0,195.58,122.47,199.644,Orthodox,8.28,57.0,22.76,21.0,0.0,0.0,0.0,0.0,1.0207792207792208
Tommy Hayden,11,3,0,175.26,65.77,180.1527188940092,Southpaw,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0,1.0279169171174782
Yusuke Imamura,2,6,0,172.72,99.79,177.244375,Orthodox,0.18,50.0,1.83,52.0,2.75,50.0,0.0,0.0,1.0261948529411764
Han Ten Yun,0,1,0,180.34,99.79,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Chad W. Saunders,7,2,0,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Tom Egan,7,5,0,180.34,77.11,184.94287292817683,Orthodox,0.0,0.0,3.91,50.0,0.0,0.0,28.0,0.0,1.0255233055793325
Curtis Millender,17,5,0,187.96,77.11,193.04,Orthodox,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0,1.027027027027027
Jose Perez,1,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Ramazan Kuramagomedov,8,0,0,185.42,77.11,185.42,Orthodox,11.67,67.0,9.13,54.0,1.0,14.0,0.0,0.0,1.0
Zak Bucia,17,8,0,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Gil Castillo,8,5,0,175.26,77.11,180.1527188940092,Southpaw,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,1.0279169171174782
Kenneth Alexander,7,6,0,175.26,70.31,180.1527188940092,Orthodox,0.88,19.0,2.2,66.0,4.71,26.0,0.0,0.0,1.0279169171174782
Josefine Knutsson,7,0,0,160.02,52.16,152.4,Orthodox,3.73,52.0,1.33,64.0,2.67,72.0,100.0,0.0,0.9523809523809523
Marcelo Aguiar,2,3,1,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Angga,13,3,0,170.18,65.77,172.72,Orthodox,3.56,38.0,3.77,53.0,0.0,0.0,33.0,0.0,1.0149253731343284
Matt Horning,20,25,0,162.56,56.7,165.6953125,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019287109375
Justin Lawrence,10,4,0,172.72,65.77,170.18,Orthodox,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,0.9852941176470589
Takashi Sugiura,1,3,0,180.34,102.06,184.94287292817683,Southpaw,1.37,40.0,2.08,53.0,1.33,66.0,0.0,0.0,1.0255233055793325
Scott Bills,7,9,1,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Michiyoshi Ohara,0,2,0,177.8,92.99,182.0296035242291,Orthodox,0.28,29.0,3.13,48.0,0.0,0.0,33.0,0.0,1.0237885462555065
Yan Qihui,11,4,0,160.02,56.7,157.48,Orthodox,4.01,60.0,1.78,72.0,4.46,100.0,100.0,0.0,0.984126984126984
Ryan Hayes,7,6,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Bubba Jenkins,11,4,0,170.18,65.77,174.71661691542292,Orthodox,2.41,37.0,1.58,67.0,7.23,68.0,100.0,0.0,1.026657755996139
Taiei Kin,6,3,0,180.34,83.91,184.94287292817683,Orthodox,2.71,60.0,1.33,52.0,0.0,0.0,55.0,0.0,1.0255233055793325
Martin Buschkamp,9,0,0,175.26,65.77,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Egan Inoue,13,8,0,175.26,86.18,180.1527188940092,Southpaw,1.66,36.0,3.31,57.0,0.0,0.0,0.0,0.0,1.0279169171174782
Bobby Flynn,6,4,0,180.7559581881533,77.11,182.88,Orthodox,0.38,25.0,0.77,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Chuck Grigsby,23,10,0,198.12,92.99,201.12181818181818,Orthodox,0.71,16.0,3.29,46.0,0.0,0.0,66.0,0.0,1.0151515151515151
Jon Olav Einemo,6,3,0,198.12,114.76,201.12181818181818,Orthodox,2.15,52.0,3.05,52.0,1.73,55.0,43.0,0.0,1.0151515151515151
Brian Johnston,5,5,0,190.5,104.33,195.41873015873017,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Albert Tumenov,18,4,0,180.34,77.11,185.42,Orthodox,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,1.028169014084507
Dennis Olson,14,11,0,182.88,77.11,187.28926406926408,Orthodox,1.02,42.0,5.27,38.0,2.77,40.0,0.0,0.0,1.0241101491101492
Dave Strasser,25,8,0,177.8,77.11,182.0296035242291,Orthodox,3.04,45.0,1.88,59.0,0.72,33.0,33.0,0.0,1.0237885462555065
Rocky Lee,3,2,0,175.26,65.77,180.1527188940092,Orthodox,2.47,51.0,5.33,44.0,1.0,10.0,33.0,0.0,1.0279169171174782
Rama Supandhi,8,4,0,165.1,56.7,167.64,Southpaw,2.2,42.0,3.53,48.0,1.0,11.0,0.0,0.0,1.0153846153846153
Jonathan Meunier,8,1,0,190.5,77.11,195.41873015873017,Switch,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,1.025820105820106
Bassil Hafez,8,4,1,180.34,77.11,182.88,Orthodox,2.13,25.0,5.53,39.0,3.0,15.0,50.0,0.0,1.0140845070422535
Sokun Koh,4,1,0,185.42,92.99,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Nora Cornolle,7,1,0,170.18,61.23,170.18,Orthodox,2.67,51.0,1.2,57.0,0.0,0.0,37.0,0.0,1.0
Piera Rodriguez,9,1,0,160.02,52.16,160.02,Orthodox,3.46,46.0,2.98,57.0,3.31,41.0,66.0,0.0,1.0
Danny Abbadi,4,6,0,180.34,70.31,184.94287292817683,Orthodox,3.29,38.0,4.41,57.0,0.0,0.0,77.0,0.0,1.0255233055793325
Leo Sylvest,10,16,0,180.34,92.99,184.94287292817683,Orthodox,0.0,0.0,6.58,27.0,0.0,0.0,0.0,0.0,1.0255233055793325
Scott Carson,4,2,0,187.96,97.52,192.34385185185187,Orthodox,0.62,66.0,6.22,23.0,0.0,0.0,0.0,0.0,1.0233233233233234
Fedor Nikolov,0,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Serhiy Sidey,10,1,0,180.34,61.23,182.88,Switch,4.52,35.0,4.52,42.0,0.0,0.0,0.0,0.0,1.0140845070422535
James Giboo,13,5,0,180.34,77.11,184.94287292817683,Orthodox,1.2,27.0,7.08,39.0,0.0,0.0,0.0,0.0,1.0255233055793325
Eric Smith,1,1,0,180.7559581881533,77.11,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Muhammad Naimov,10,2,0,175.26,65.77,177.8,Orthodox,3.37,46.0,4.66,41.0,1.58,28.0,57.0,0.0,1.0144927536231885
Fares Ziam,14,4,0,185.42,70.31,190.5,Orthodox,2.82,47.0,2.01,65.0,0.97,23.0,75.0,0.0,1.0273972602739727
Len Bentley,10,6,0,175.26,70.31,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
James Gabert,6,4,0,175.26,80.74,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Jeremie Holloway,8,3,0,182.88,77.11,187.28926406926408,Orthodox,0.81,50.0,0.51,79.0,0.0,0.0,0.0,0.0,1.0241101491101492
Brandon Hester,3,0,0,185.42,92.99,190.05953757225436,Orthodox,3.53,53.0,0.4,68.0,4.0,80.0,0.0,0.0,1.0250217752791198
SangWon Kim,10,6,1,175.26,65.77,175.26,Orthodox,3.18,57.0,3.73,58.0,0.69,25.0,72.0,0.0,1.0
Kyle Bochniak,8,5,0,170.18,65.77,177.8,Orthodox,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0,1.0447761194029852
Danny Silva,8,1,0,180.34,65.77,177.8,Switch,13.6,64.0,13.13,59.0,2.0,66.0,100.0,0.0,0.9859154929577465
AJ Cunningham,10,3,0,177.8,65.77,180.34,Orthodox,7.58,24.0,11.32,54.0,0.0,0.0,0.0,0.0,1.0142857142857142
Gan McGee,13,5,0,208.28,120.2,182.88,Orthodox,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,0.8780487804878049
Roy Boughton,14,8,0,182.88,92.99,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Tommy Petersen,2,3,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Eduardo Neves,7,2,0,187.96,119.29,198.12,Orthodox,7.69,65.0,6.15,55.0,5.77,66.0,0.0,0.0,1.054054054054054
